,corp_name,se,thstrm,frmtrm,lwfr,stock_knd
0,세종공업,주당액면가액(원),500,500,500,
1,세종공업,(연결)당기순이익(백만원),196,"-8,528","-17,837",
2,세종공업,(별도)당기순이익(백만원),"6,507","8,140","-12,764",
3,세종공업,(연결)주당순이익(원),7,-316,-757,
4,세종공업,현금배당금총액(백만원),"2,705","2,705","1,346",
5,세종공업,주식배당금총액(백만원),-,-,-,
6,세종공업,(연결)현금배당성향(%),#######,-31.70,-7.50,
7,세종공업,현금배당수익률(%),1.10,1.10,0.60,보통주
8,세종공업,현금배당수익률(%),-,-,-,우선주
9,세종공업,주식배당수익률(%),-,-,-,보통주
10,세종공업,주식배당수익률(%),-,-,-,우선주
11,세종공업,주당 현금배당금(원),100,100,50,보통주
12,세종공업,주당 현금배당금(원),-,-,-,우선주
13,세종공업,주당 주식배당(주),-,-,-,보통주
14,세종공업,주당 주식배당(주),-,-,-,우선주
