,corp_name,se,thstrm,frmtrm,lwfr,stock_knd
0,지역난방공사,주당액면가액(원),"5,000","5,000","5,000",
1,지역난방공사,(연결)당기순이익(백만원),"-183,979","21,459","27,936",
2,지역난방공사,(별도)당기순이익(백만원),"-183,876","21,459","27,936",
3,지역난방공사,(연결)주당순이익(원),"-16,347","1,399","2,279",
4,지역난방공사,현금배당금총액(백만원),-,"9,228","11,173",
5,지역난방공사,주식배당금총액(백만원),-,-,-,
6,지역난방공사,(연결)현금배당성향(%),-,43.00,40.00,
7,지역난방공사,현금배당수익률(%),-,2.10,2.40,보통주식
8,지역난방공사,현금배당수익률(%),-,-,-,종류주식
9,지역난방공사,주식배당수익률(%),-,-,-,보통주식
10,지역난방공사,주식배당수익률(%),-,-,-,종류주식
11,지역난방공사,주당 현금배당금(원),-,797,965,보통주식
12,지역난방공사,주당 현금배당금(원),-,-,-,종류주식
13,지역난방공사,주당 주식배당(주),-,-,-,보통주식
14,지역난방공사,주당 주식배당(주),-,-,-,종류주식
