,corp_name,se,thstrm,frmtrm,lwfr
0,대한방직,주당액면가액(원),"1,000","1,000","1,000"
1,대한방직,(연결)당기순이익(백만원),"-5,231","1,556","2,643"
2,대한방직,(별도)당기순이익(백만원),"-6,174","1,217","2,399"
3,대한방직,(연결)주당순이익(원),"-1,448",433,746
4,대한방직,현금배당금총액(백만원),-,-,-
5,대한방직,주식배당금총액(백만원),-,-,-
6,대한방직,(연결)현금배당성향(%),-,-,-
7,대한방직,현금배당수익률(%),-,-,-
8,대한방직,현금배당수익률(%),-,-,-
9,대한방직,주식배당수익률(%),-,-,-
10,대한방직,주식배당수익률(%),-,-,-
11,대한방직,주당 현금배당금(원),-,-,-
12,대한방직,주당 현금배당금(원),-,-,-
13,대한방직,주당 주식배당(주),-,-,-
14,대한방직,주당 주식배당(주),-,-,-
