,corp_name,se,thstrm,frmtrm,lwfr,stock_knd
0,케이티스카이라이프,주당액면가액(원),"2,500","2,500","2,500",
1,케이티스카이라이프,(연결)당기순이익(백만원),"22,367","60,196","57,218",
2,케이티스카이라이프,(별도)당기순이익(백만원),"34,327","51,254","57,707",
3,케이티스카이라이프,(연결)주당순이익(원),470,"1,266","1,203",
4,케이티스카이라이프,현금배당금총액(백만원),"16,654","16,652","16,647",
5,케이티스카이라이프,주식배당금총액(백만원),-,-,-,
6,케이티스카이라이프,(연결)현금배당성향(%),74.50,27.70,29.10,
7,케이티스카이라이프,현금배당수익률(%),4.08,3.72,3.90,보통주
8,케이티스카이라이프,현금배당수익률(%),-,-,-,우선주
9,케이티스카이라이프,주식배당수익률(%),-,-,-,
10,케이티스카이라이프,주식배당수익률(%),-,-,-,
11,케이티스카이라이프,주당 현금배당금(원),350,350,350,보통주
12,케이티스카이라이프,주당 현금배당금(원),-,-,-,우선주
13,케이티스카이라이프,주당 주식배당(주),-,-,-,
14,케이티스카이라이프,주당 주식배당(주),-,-,-,
