,corp_name,se,thstrm,frmtrm,lwfr,stock_knd
0,대유에이텍,주당액면가액(원),500,500,500,
1,대유에이텍,(연결)당기순이익(백만원),"-56,508","-15,037","-2,086",
2,대유에이텍,(별도)당기순이익(백만원),"-29,432","-9,252",-349,
3,대유에이텍,(연결)주당순이익(원),-461,-95,-20,
4,대유에이텍,현금배당금총액(백만원),-,-,-,
5,대유에이텍,주식배당금총액(백만원),-,-,-,
6,대유에이텍,(연결)현금배당성향(%),-,-,-,
7,대유에이텍,현금배당수익률(%),-,-,-,보통주
8,대유에이텍,현금배당수익률(%),-,-,-,종류주식
9,대유에이텍,주식배당수익률(%),-,-,-,보통주
10,대유에이텍,주식배당수익률(%),-,-,-,종류주식
11,대유에이텍,주당 현금배당금(원),-,-,-,보통주
12,대유에이텍,주당 현금배당금(원),-,-,-,종류주식
13,대유에이텍,주당 주식배당(주),-,-,-,보통주
14,대유에이텍,주당 주식배당(주),-,-,-,종류주식
