,corp_name,se,thstrm,frmtrm,lwfr
0,GS글로벌,주당액면가액(원),"2,500","2,500","2,500"
1,GS글로벌,(연결)당기순이익(백만원),"68,061","22,028","-82,139"
2,GS글로벌,(별도)당기순이익(백만원),"42,401","-4,388","-64,727"
3,GS글로벌,(연결)주당순이익(원),851,283,-974
4,GS글로벌,현금배당금총액(백만원),-,-,-
5,GS글로벌,주식배당금총액(백만원),-,-,-
6,GS글로벌,(연결)현금배당성향(%),-,-,-
7,GS글로벌,현금배당수익률(%),-,-,-
8,GS글로벌,현금배당수익률(%),-,-,-
9,GS글로벌,주식배당수익률(%),-,-,-
10,GS글로벌,주식배당수익률(%),-,-,-
11,GS글로벌,주당 현금배당금(원),-,-,-
12,GS글로벌,주당 현금배당금(원),-,-,-
13,GS글로벌,주당 주식배당(주),-,-,-
14,GS글로벌,주당 주식배당(주),-,-,-
