,corp_name,se,thstrm,frmtrm,lwfr,stock_knd
0,도화엔지니어링,주당액면가액(원),500,500,500,
1,도화엔지니어링,(연결)당기순이익(백만원),"1,578","15,013","17,839",
2,도화엔지니어링,(별도)당기순이익(백만원),"3,912","18,560","22,021",
3,도화엔지니어링,(연결)주당순이익(원),47,451,535,
4,도화엔지니어링,현금배당금총액(백만원),"9,323","9,323","9,323",
5,도화엔지니어링,주식배당금총액(백만원),-,-,-,
6,도화엔지니어링,(연결)현금배당성향(%),590.81,62.10,52.30,
7,도화엔지니어링,현금배당수익률(%),3.30,3.60,3.40,보통주
8,도화엔지니어링,현금배당수익률(%),-,-,-,우선주
9,도화엔지니어링,주식배당수익률(%),-,-,-,보통주
10,도화엔지니어링,주식배당수익률(%),-,-,-,우선주
11,도화엔지니어링,주당 현금배당금(원),280,280,280,보통주
12,도화엔지니어링,주당 현금배당금(원),-,-,-,우선주
13,도화엔지니어링,주당 주식배당(주),-,-,-,보통주
14,도화엔지니어링,주당 주식배당(주),-,-,-,우선주
