,corp_name,se,thstrm,frmtrm,lwfr,stock_knd
0,아주IB투자,주당액면가액(원),500,500,500,
1,아주IB투자,(연결)당기순이익(백만원),"2,039","39,334","49,437",
2,아주IB투자,(별도)당기순이익(백만원),"-1,527","41,945","17,477",
3,아주IB투자,(연결)주당순이익(원),17,339,429,
4,아주IB투자,현금배당금총액(백만원),"2,359","11,794","5,760",
5,아주IB투자,주식배당금총액(백만원),-,-,-,
6,아주IB투자,(연결)현금배당성향(%),128.00,30.00,11.70,
7,아주IB투자,현금배당수익률(%),0.80,2.50,1.30,보통주
8,아주IB투자,현금배당수익률(%),-,-,-,우선주
9,아주IB투자,주식배당수익률(%),-,-,-,보통주
10,아주IB투자,주식배당수익률(%),-,-,-,우선주
11,아주IB투자,주당 현금배당금(원),20,100,50,보통주
12,아주IB투자,주당 현금배당금(원),-,-,-,우선주
13,아주IB투자,주당 주식배당(주),-,-,-,보통주
14,아주IB투자,주당 주식배당(주),-,-,-,우선주
