,corp_name,se,thstrm,frmtrm,lwfr
0,이수페타시스,주당액면가액(원),"1,000","1,000","1,000"
1,이수페타시스,(연결)당기순이익(백만원),"102,473","-3,604","-13,505"
2,이수페타시스,(별도)당기순이익(백만원),"85,549","2,941","-3,668"
3,이수페타시스,(연결)주당순이익(원),"1,620",-81,-336
4,이수페타시스,현금배당금총액(백만원),"6,325",-,-
5,이수페타시스,주식배당금총액(백만원),-,-,-
6,이수페타시스,(연결)현금배당성향(%),6.00,-,-
7,이수페타시스,현금배당수익률(%),1.70,-,-
8,이수페타시스,현금배당수익률(%),-,-,-
9,이수페타시스,주식배당수익률(%),-,-,-
10,이수페타시스,주식배당수익률(%),-,-,-
11,이수페타시스,주당 현금배당금(원),100,-,-
12,이수페타시스,주당 현금배당금(원),-,-,-
13,이수페타시스,주당 주식배당(주),-,-,-
14,이수페타시스,주당 주식배당(주),-,-,-
