,corp_name,se,thstrm,frmtrm,lwfr,stock_knd
0,SK네트웍스,주당액면가액(원),"2,500","2,500","2,500",
1,SK네트웍스,(연결)당기순이익(백만원),"34,495","-131,538","7,252",
2,SK네트웍스,(별도)당기순이익(백만원),"3,777","-85,962","5,027",
3,SK네트웍스,(연결)주당순이익(원),153,-547,30,
4,SK네트웍스,현금배당금총액(백만원),"26,237","28,881","28,881",
5,SK네트웍스,주식배당금총액(백만원),-,-,-,
6,SK네트웍스,(연결)현금배당성향(%),76.00,-,398.00,
7,SK네트웍스,현금배당수익률(%),2.50,2.00,2.40,보통주
8,SK네트웍스,현금배당수익률(%),0.10,0.20,0.30,우선주
9,SK네트웍스,주식배당수익률(%),-,-,-,보통주
10,SK네트웍스,주식배당수익률(%),-,-,-,우선주
11,SK네트웍스,주당 현금배당금(원),120,120,120,보통주
12,SK네트웍스,주당 현금배당금(원),145,145,145,우선주
13,SK네트웍스,주당 주식배당(주),-,-,-,보통주
14,SK네트웍스,주당 주식배당(주),-,-,-,우선주
