,corp_name,se,thstrm,frmtrm,lwfr,stock_knd
0,광동제약,주당액면가액(원),"1,000","1,000","1,000",
1,광동제약,(연결)당기순이익(백만원),"45,602","22,656","21,974",
2,광동제약,(별도)당기순이익(백만원),"30,298","22,924","22,992",
3,광동제약,(연결)주당순이익(원),"1,119",582,551,
4,광동제약,현금배당금총액(백만원),"4,108","3,166","3,214",
5,광동제약,주식배당금총액(백만원),-,-,-,
6,광동제약,(연결)현금배당성향(%),13.60,13.70,14.80,
7,광동제약,현금배당수익률(%),1.00,1.20,1.20,보통주
8,광동제약,현금배당수익률(%),-,-,-,우선주
9,광동제약,주식배당수익률(%),-,-,-,보통주
10,광동제약,주식배당수익률(%),-,-,-,우선주
11,광동제약,주당 현금배당금(원),100,80,80,보통주
12,광동제약,주당 현금배당금(원),-,-,-,우선주
13,광동제약,주당 주식배당(주),-,-,-,보통주
14,광동제약,주당 주식배당(주),-,-,-,우선주
