,corp_name,se,thstrm,frmtrm,lwfr,stock_knd
0,영풍,주당액면가액(원),"5,000","5,000","5,000",
1,영풍,(연결)당기순이익(백만원),"132,636","233,025","110,722",
2,영풍,(별도)당기순이익(백만원),"46,401","76,098","36,553",
3,영풍,(연결)주당순이익(원),"77,108","135,469","64,368",
4,영풍,현금배당금총액(백만원),"17,201","17,201","17,201",
5,영풍,주식배당금총액(백만원),-,-,-,
6,영풍,(연결)현금배당성향(%),12.97,7.38,15.54,
7,영풍,현금배당수익률(%),1.86,1.58,1.33,보통주
8,영풍,현금배당수익률(%),-,-,-,우선주
9,영풍,주식배당수익률(%),-,-,-,보통주
10,영풍,주식배당수익률(%),-,-,-,우선주
11,영풍,주당 현금배당금(원),"10,000","10,000","10,000",보통주
12,영풍,주당 현금배당금(원),-,-,-,우선주
13,영풍,주당 주식배당(주),-,-,-,보통주
14,영풍,주당 주식배당(주),-,-,-,우선주
