,corp_name,se,thstrm,frmtrm,lwfr,stock_knd
0,한국전력공사,주당액면가액(원),"5,000","5,000","5,000",
1,한국전력공사,(연결)당기순이익(백만원),"2,092,469","-2,263,535","-1,314,567",
2,한국전력공사,(별도)당기순이익(백만원),"1,951,498","-2,594,957","-1,095,213",
3,한국전력공사,(연결)주당순이익(원),"3,102","-3,654","-2,048",
4,한국전력공사,현금배당금총액(백만원),"780,628",-,-,
5,한국전력공사,주식배당금총액(백만원),-,-,-,
6,한국전력공사,(연결)현금배당성향(%),40.00,-,-,
7,한국전력공사,현금배당수익률(%),4.50,-,-,보통주
8,한국전력공사,현금배당수익률(%),-,-,-,우선주
9,한국전력공사,주식배당수익률(%),-,-,-,보통주
10,한국전력공사,주식배당수익률(%),-,-,-,우선주
11,한국전력공사,주당 현금배당금(원),"1,216",-,-,보통주
12,한국전력공사,주당 현금배당금(원),-,-,-,우선주
13,한국전력공사,주당 주식배당(주),-,-,-,보통주
14,한국전력공사,주당 주식배당(주),-,-,-,우선주
