,corp_name,se,thstrm,frmtrm,lwfr,stock_knd
0,파라다이스,주당액면가액(원),500,500,500,
1,파라다이스,(연결)당기순이익(백만원),"-166,876","15,105","-21,048",
2,파라다이스,(별도)당기순이익(백만원),"-96,115","21,383","8,079",
3,파라다이스,(연결)주당순이익(원),"-1,383",177,-247,
4,파라다이스,현금배당금총액(백만원),-,"8,518","8,518",
5,파라다이스,주식배당금총액(백만원),-,-,-,
6,파라다이스,(연결)현금배당성향(%),-,56.40,-,
7,파라다이스,현금배당수익률(%),-,0.50,0.50,보통주
8,파라다이스,현금배당수익률(%),-,-,-,우선주
9,파라다이스,주식배당수익률(%),-,-,-,보통주
10,파라다이스,주식배당수익률(%),-,-,-,우선주
11,파라다이스,주당 현금배당금(원),-,100,100,보통주
12,파라다이스,주당 현금배당금(원),-,-,-,우선주
13,파라다이스,주당 주식배당(주),-,-,-,보통주
14,파라다이스,주당 주식배당(주),-,-,-,우선주
