,corp_name,se,thstrm,frmtrm,lwfr,stock_knd
0,크라운해태홀딩스,주당액면가액(원),500,500,500,
1,크라운해태홀딩스,(연결)당기순이익(백만원),"22,941","-20,731","4,701",
2,크라운해태홀딩스,(별도)당기순이익(백만원),"26,199","-22,206","6,080",
3,크라운해태홀딩스,(연결)주당순이익(원),"1,527","-1,369",310,
4,크라운해태홀딩스,현금배당금총액(백만원),"1,498","1,517","1,517",
5,크라운해태홀딩스,주식배당금총액(백만원),-,-,-,
6,크라운해태홀딩스,(연결)현금배당성향(%),6.50,-7.30,32.30,
7,크라운해태홀딩스,현금배당수익률(%),1.10,0.90,0.90,보통주
8,크라운해태홀딩스,현금배당수익률(%),0.80,0.80,0.90,종류주
9,크라운해태홀딩스,주식배당수익률(%),-,-,-,보통주
10,크라운해태홀딩스,주식배당수익률(%),-,-,-,종류주
11,크라운해태홀딩스,주당 현금배당금(원),100,100,100,보통주
12,크라운해태홀딩스,주당 현금배당금(원),105,105,105,종류주
13,크라운해태홀딩스,주당 주식배당(주),-,-,-,보통주
14,크라운해태홀딩스,주당 주식배당(주),-,-,-,종류주
