,corp_name,se,thstrm,frmtrm,lwfr,stock_knd
0,드림어스컴퍼니,주당액면가액(원),500,500,500,
1,드림어스컴퍼니,(연결)당기순이익(백만원),"-23,068","-48,006","-21,314",
2,드림어스컴퍼니,(별도)당기순이익(백만원),"-18,548","-48,581","-22,011",
3,드림어스컴퍼니,(연결)주당순이익(원),-406,-856,-420,
4,드림어스컴퍼니,현금배당금총액(백만원),-,-,-,
5,드림어스컴퍼니,주식배당금총액(백만원),-,-,-,
6,드림어스컴퍼니,(연결)현금배당성향(%),-,-,-,
7,드림어스컴퍼니,현금배당수익률(%),-,-,-,보통주
8,드림어스컴퍼니,현금배당수익률(%),-,-,-,우선주
9,드림어스컴퍼니,주식배당수익률(%),-,-,-,보통주
10,드림어스컴퍼니,주식배당수익률(%),-,-,-,우선주
11,드림어스컴퍼니,주당 현금배당금(원),-,-,-,보통주
12,드림어스컴퍼니,주당 현금배당금(원),-,-,-,우선주
13,드림어스컴퍼니,주당 주식배당(주),-,-,-,보통주
14,드림어스컴퍼니,주당 주식배당(주),-,-,-,우선주
