,corp_name,se,thstrm,frmtrm,lwfr
0,덕산네오룩스,주당액면가액(원),200,200,200
1,덕산네오룩스,(연결)당기순이익(백만원),-,-,-
2,덕산네오룩스,(별도)당기순이익(백만원),"33,343","19,157","18,812"
3,덕산네오룩스,(연결)주당순이익(원),"1,389",798,784
4,덕산네오룩스,현금배당금총액(백만원),-,-,-
5,덕산네오룩스,주식배당금총액(백만원),-,-,-
6,덕산네오룩스,(연결)현금배당성향(%),-,-,-
7,덕산네오룩스,현금배당수익률(%),-,-,-
8,덕산네오룩스,현금배당수익률(%),-,-,-
9,덕산네오룩스,주식배당수익률(%),-,-,-
10,덕산네오룩스,주식배당수익률(%),-,-,-
11,덕산네오룩스,주당 현금배당금(원),-,-,-
12,덕산네오룩스,주당 현금배당금(원),-,-,-
13,덕산네오룩스,주당 주식배당(주),-,-,-
14,덕산네오룩스,주당 주식배당(주),-,-,-
