,corp_name,se,thstrm,frmtrm,lwfr,stock_knd
0,천일고속,주당액면가액(원),"5,000","5,000","5,000",
1,천일고속,(연결)당기순이익(백만원),"-6,763",722,-207,
2,천일고속,(별도)당기순이익(백만원),-,-,-,
3,천일고속,(연결)주당순이익(원),"-4,739",506,-146,
4,천일고속,현금배당금총액(백만원),"4,281","4,684","8,562",
5,천일고속,주식배당금총액(백만원),-,-,-,
6,천일고속,(연결)현금배당성향(%),-63.30,648.34,#######,
7,천일고속,현금배당수익률(%),4.10,6.90,6.90,보통주
8,천일고속,현금배당수익률(%),-,-,-,
9,천일고속,주식배당수익률(%),-,-,-,
10,천일고속,주식배당수익률(%),-,-,-,
11,천일고속,주당 현금배당금(원),"3,000","5,000","6,000",보통주
12,천일고속,주당 현금배당금(원),-,-,-,
13,천일고속,주당 주식배당(주),-,-,-,
14,천일고속,주당 주식배당(주),-,-,-,
