,corp_name,se,thstrm,frmtrm,lwfr,stock_knd
0,진양산업,주당액면가액(원),500,500,500,
1,진양산업,(연결)당기순이익(백만원),"5,137","6,823","2,411",
2,진양산업,(별도)당기순이익(백만원),"2,537","4,014","2,123",
3,진양산업,(연결)주당순이익(원),395,525,185,
4,진양산업,현금배당금총액(백만원),"2,340","2,600","1,300",
5,진양산업,주식배당금총액(백만원),-,-,-,
6,진양산업,(연결)현금배당성향(%),45.60,38.10,53.90,
7,진양산업,현금배당수익률(%),3.70,5.00,2.00,보통주
8,진양산업,현금배당수익률(%),-,-,-,우선주
9,진양산업,주식배당수익률(%),-,-,-,보통주
10,진양산업,주식배당수익률(%),-,-,-,우선주
11,진양산업,주당 현금배당금(원),180,200,100,보통주
12,진양산업,주당 현금배당금(원),-,-,-,우선주
13,진양산업,주당 주식배당(주),-,-,-,보통주
14,진양산업,주당 주식배당(주),-,-,-,우선주
