,corp_name,se,thstrm,frmtrm,lwfr,stock_knd
0,인천도시가스,주당액면가액(원),"5,000","5,000","5,000",
1,인천도시가스,(연결)당기순이익(백만원),"11,385","10,708","16,124",
2,인천도시가스,(별도)당기순이익(백만원),"12,000","11,254","16,320",
3,인천도시가스,(연결)주당순이익(원),"2,762","2,598","3,912",
4,인천도시가스,현금배당금총액(백만원),"5,152","5,152","5,152",
5,인천도시가스,주식배당금총액(백만원),-,-,-,
6,인천도시가스,(연결)현금배당성향(%),45.30,48.10,32.00,
7,인천도시가스,현금배당수익률(%),4.80,4.20,4.20,보통주
8,인천도시가스,현금배당수익률(%),-,-,-,우선주
9,인천도시가스,주식배당수익률(%),-,-,-,보통주
10,인천도시가스,주식배당수익률(%),-,-,-,우선주
11,인천도시가스,주당 현금배당금(원),"1,250","1,250","1,250",보통주
12,인천도시가스,주당 현금배당금(원),-,-,-,우선주
13,인천도시가스,주당 주식배당(주),-,-,-,보통주
14,인천도시가스,주당 주식배당(주),-,-,-,우선주
